ID	stim_file	start_vol	end_vol
sub-control029	14_K19_long_combined_small.mp4	752	767
sub-control029	15_S18_combined_small.mp4	1036	1051
sub-control029	16_H19_combined_small.mp4	282	293
sub-control029	17_Trick37_combined_small.mp4	244	266
sub-control029	18_Trick4_combined_small.mp4	559	582
sub-control029	19_H17_combined_small.mp4	1069	1092
sub-control029	20_Trick20_short_combined_small.mp4	130	142
sub-control029	21_S15_combined_small.mp4	846	861
sub-control029	22_K18_combined_small.mp4	942	952
sub-control029	23_K10_combined_small.mp4	658	669
sub-control029	24_Trick28_combined_small.mp4	811	831
sub-control029	25_S25_combined_small.mp4	488	514
sub-control029	26_S30_combined_small.mp4	397	409
sub-control029	27_S31_combined_small.mp4	72	82
sub-control029	28_K24_combined_small.mp4	784	795
sub-control029	29_H36_combined_small.mp4	37	54
sub-control029	30_H15_combined_small.mp4	458	473
sub-control029	31_K3_combined_small.mp4	310	322
sub-control029	32_K16_short_combined_small.mp4	529	544
sub-control029	33_S21_combined_small.mp4	340	350
sub-control029	34_Trick38_combined_small.mp4	914	927
sub-control029	35_Trick32_long_combined_small.mp4	711	734
sub-control029	36_Trick7_short_combined_small.mp4	188	198
sub-control031	01_H35_combined_small.mp4	584	602
sub-control031	02_H10_combined_small.mp4	680	695
sub-control031	03_H16_combined_small.mp4	649	665
sub-control031	04_S9_combined_small.mp4	183	198
sub-control031	05_K4_combined_small.mp4	302	317
sub-control031	06_H7_combined_small.mp4	1051	1067
sub-control031	07_K2_combined_small.mp4	451	464
sub-control031	08_S12_combined_small.mp4	4	24
sub-control031	09_S11_combined_small.mp4	421	432
sub-control031	10_S27_combined_small.mp4	72	87
sub-control031	11_K21_long_combined_small.mp4	846	867
sub-control031	12_H37_combined_small.mp4	741	755
sub-control031	13_Trick6_short_combined_small.mp4	813	831
