Subj1	Subj2	grp	InputFile	\
sub-control011	sub-experimental030	G12	ISC_sub-control011sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental032	G12	ISC_sub-control011sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental034	G12	ISC_sub-control011sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental036	G12	ISC_sub-control011sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental038	G12	ISC_sub-control011sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental040	G12	ISC_sub-control011sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental042	G12	ISC_sub-control011sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental044	G12	ISC_sub-control011sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental046	G12	ISC_sub-control011sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental048	G12	ISC_sub-control011sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental050	G12	ISC_sub-control011sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control015	G11	ISC_sub-control013sub-control015_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control017	G11	ISC_sub-control013sub-control017_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control019	G11	ISC_sub-control013sub-control019_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control021	G11	ISC_sub-control013sub-control021_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control023	G11	ISC_sub-control013sub-control023_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control025	G11	ISC_sub-control013sub-control025_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control027	G11	ISC_sub-control013sub-control027_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control029	G11	ISC_sub-control013sub-control029_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control031	G11	ISC_sub-control013sub-control031_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control033	G11	ISC_sub-control013sub-control033_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control035	G11	ISC_sub-control013sub-control035_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control037	G11	ISC_sub-control013sub-control037_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control039	G11	ISC_sub-control013sub-control039_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control041	G11	ISC_sub-control013sub-control041_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control043	G11	ISC_sub-control013sub-control043_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control045	G11	ISC_sub-control013sub-control045_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control047	G11	ISC_sub-control013sub-control047_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control049	G11	ISC_sub-control013sub-control049_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental004	G12	ISC_sub-control013sub-experimental004_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental005	G12	ISC_sub-control013sub-experimental005_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental006	G12	ISC_sub-control013sub-experimental006_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental008	G12	ISC_sub-control013sub-experimental008_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental010	G12	ISC_sub-control013sub-experimental010_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental012	G12	ISC_sub-control013sub-experimental012_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental014	G12	ISC_sub-control013sub-experimental014_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental016	G12	ISC_sub-control013sub-experimental016_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental018	G12	ISC_sub-control013sub-experimental018_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental020	G12	ISC_sub-control013sub-experimental020_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental022	G12	ISC_sub-control013sub-experimental022_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental024	G12	ISC_sub-control013sub-experimental024_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental026	G12	ISC_sub-control013sub-experimental026_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental028	G12	ISC_sub-control013sub-experimental028_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental030	G12	ISC_sub-control013sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental032	G12	ISC_sub-control013sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental034	G12	ISC_sub-control013sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental036	G12	ISC_sub-control013sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental038	G12	ISC_sub-control013sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental040	G12	ISC_sub-control013sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental042	G12	ISC_sub-control013sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental044	G12	ISC_sub-control013sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental046	G12	ISC_sub-control013sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental048	G12	ISC_sub-control013sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental050	G12	ISC_sub-control013sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control017	G11	ISC_sub-control015sub-control017_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control019	G11	ISC_sub-control015sub-control019_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control021	G11	ISC_sub-control015sub-control021_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control023	G11	ISC_sub-control015sub-control023_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control025	G11	ISC_sub-control015sub-control025_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control027	G11	ISC_sub-control015sub-control027_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control029	G11	ISC_sub-control015sub-control029_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control031	G11	ISC_sub-control015sub-control031_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control033	G11	ISC_sub-control015sub-control033_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control035	G11	ISC_sub-control015sub-control035_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control037	G11	ISC_sub-control015sub-control037_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control039	G11	ISC_sub-control015sub-control039_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control041	G11	ISC_sub-control015sub-control041_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control043	G11	ISC_sub-control015sub-control043_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control045	G11	ISC_sub-control015sub-control045_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control047	G11	ISC_sub-control015sub-control047_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control049	G11	ISC_sub-control015sub-control049_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental004	G12	ISC_sub-control015sub-experimental004_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental005	G12	ISC_sub-control015sub-experimental005_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental006	G12	ISC_sub-control015sub-experimental006_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental008	G12	ISC_sub-control015sub-experimental008_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental010	G12	ISC_sub-control015sub-experimental010_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental012	G12	ISC_sub-control015sub-experimental012_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental014	G12	ISC_sub-control015sub-experimental014_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental016	G12	ISC_sub-control015sub-experimental016_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental018	G12	ISC_sub-control015sub-experimental018_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental020	G12	ISC_sub-control015sub-experimental020_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental022	G12	ISC_sub-control015sub-experimental022_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental024	G12	ISC_sub-control015sub-experimental024_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental026	G12	ISC_sub-control015sub-experimental026_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental028	G12	ISC_sub-control015sub-experimental028_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental030	G12	ISC_sub-control015sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental032	G12	ISC_sub-control015sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental034	G12	ISC_sub-control015sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental036	G12	ISC_sub-control015sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental038	G12	ISC_sub-control015sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental040	G12	ISC_sub-control015sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental042	G12	ISC_sub-control015sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental044	G12	ISC_sub-control015sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental046	G12	ISC_sub-control015sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental048	G12	ISC_sub-control015sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental050	G12	ISC_sub-control015sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control019	G11	ISC_sub-control017sub-control019_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control021	G11	ISC_sub-control017sub-control021_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control023	G11	ISC_sub-control017sub-control023_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control025	G11	ISC_sub-control017sub-control025_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control027	G11	ISC_sub-control017sub-control027_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control029	G11	ISC_sub-control017sub-control029_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control031	G11	ISC_sub-control017sub-control031_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control033	G11	ISC_sub-control017sub-control033_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control035	G11	ISC_sub-control017sub-control035_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control037	G11	ISC_sub-control017sub-control037_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control039	G11	ISC_sub-control017sub-control039_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control041	G11	ISC_sub-control017sub-control041_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control043	G11	ISC_sub-control017sub-control043_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control045	G11	ISC_sub-control017sub-control045_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control047	G11	ISC_sub-control017sub-control047_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control049	G11	ISC_sub-control017sub-control049_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental004	G12	ISC_sub-control017sub-experimental004_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental005	G12	ISC_sub-control017sub-experimental005_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental006	G12	ISC_sub-control017sub-experimental006_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental008	G12	ISC_sub-control017sub-experimental008_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental010	G12	ISC_sub-control017sub-experimental010_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental012	G12	ISC_sub-control017sub-experimental012_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental014	G12	ISC_sub-control017sub-experimental014_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental016	G12	ISC_sub-control017sub-experimental016_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental018	G12	ISC_sub-control017sub-experimental018_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental020	G12	ISC_sub-control017sub-experimental020_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental022	G12	ISC_sub-control017sub-experimental022_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental024	G12	ISC_sub-control017sub-experimental024_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental026	G12	ISC_sub-control017sub-experimental026_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental028	G12	ISC_sub-control017sub-experimental028_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental030	G12	ISC_sub-control017sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental032	G12	ISC_sub-control017sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental034	G12	ISC_sub-control017sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental036	G12	ISC_sub-control017sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental038	G12	ISC_sub-control017sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental040	G12	ISC_sub-control017sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental042	G12	ISC_sub-control017sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental044	G12	ISC_sub-control017sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental046	G12	ISC_sub-control017sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental048	G12	ISC_sub-control017sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental050	G12	ISC_sub-control017sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-control021	G11	ISC_sub-control019sub-control021_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-control023	G11	ISC_sub-control019sub-control023_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-control025	G11	ISC_sub-control019sub-control025_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-control027	G11	ISC_sub-control019sub-control027_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-control029	G11	ISC_sub-control019sub-control029_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-control031	G11	ISC_sub-control019sub-control031_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-control033	G11	ISC_sub-control019sub-control033_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-control035	G11	ISC_sub-control019sub-control035_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-control037	G11	ISC_sub-control019sub-control037_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-control039	G11	ISC_sub-control019sub-control039_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-control041	G11	ISC_sub-control019sub-control041_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-control043	G11	ISC_sub-control019sub-control043_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-control045	G11	ISC_sub-control019sub-control045_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-control047	G11	ISC_sub-control019sub-control047_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-control049	G11	ISC_sub-control019sub-control049_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental004	G12	ISC_sub-control019sub-experimental004_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental005	G12	ISC_sub-control019sub-experimental005_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental006	G12	ISC_sub-control019sub-experimental006_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental008	G12	ISC_sub-control019sub-experimental008_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental010	G12	ISC_sub-control019sub-experimental010_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental012	G12	ISC_sub-control019sub-experimental012_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental014	G12	ISC_sub-control019sub-experimental014_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental016	G12	ISC_sub-control019sub-experimental016_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental018	G12	ISC_sub-control019sub-experimental018_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental020	G12	ISC_sub-control019sub-experimental020_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental022	G12	ISC_sub-control019sub-experimental022_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental024	G12	ISC_sub-control019sub-experimental024_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental026	G12	ISC_sub-control019sub-experimental026_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental028	G12	ISC_sub-control019sub-experimental028_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental030	G12	ISC_sub-control019sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental032	G12	ISC_sub-control019sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental034	G12	ISC_sub-control019sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental036	G12	ISC_sub-control019sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental038	G12	ISC_sub-control019sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental040	G12	ISC_sub-control019sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental042	G12	ISC_sub-control019sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental044	G12	ISC_sub-control019sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental046	G12	ISC_sub-control019sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental048	G12	ISC_sub-control019sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-experimental050	G12	ISC_sub-control019sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-control023	G11	ISC_sub-control021sub-control023_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-control025	G11	ISC_sub-control021sub-control025_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-control027	G11	ISC_sub-control021sub-control027_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-control029	G11	ISC_sub-control021sub-control029_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-control031	G11	ISC_sub-control021sub-control031_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-control033	G11	ISC_sub-control021sub-control033_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-control035	G11	ISC_sub-control021sub-control035_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-control037	G11	ISC_sub-control021sub-control037_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-control039	G11	ISC_sub-control021sub-control039_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-control041	G11	ISC_sub-control021sub-control041_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-control043	G11	ISC_sub-control021sub-control043_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-control045	G11	ISC_sub-control021sub-control045_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-control047	G11	ISC_sub-control021sub-control047_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-control049	G11	ISC_sub-control021sub-control049_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental004	G12	ISC_sub-control021sub-experimental004_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental005	G12	ISC_sub-control021sub-experimental005_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental006	G12	ISC_sub-control021sub-experimental006_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental008	G12	ISC_sub-control021sub-experimental008_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental010	G12	ISC_sub-control021sub-experimental010_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental012	G12	ISC_sub-control021sub-experimental012_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental014	G12	ISC_sub-control021sub-experimental014_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental016	G12	ISC_sub-control021sub-experimental016_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental018	G12	ISC_sub-control021sub-experimental018_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental020	G12	ISC_sub-control021sub-experimental020_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental022	G12	ISC_sub-control021sub-experimental022_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental024	G12	ISC_sub-control021sub-experimental024_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental026	G12	ISC_sub-control021sub-experimental026_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental028	G12	ISC_sub-control021sub-experimental028_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental030	G12	ISC_sub-control021sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental032	G12	ISC_sub-control021sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental034	G12	ISC_sub-control021sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental036	G12	ISC_sub-control021sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental038	G12	ISC_sub-control021sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental040	G12	ISC_sub-control021sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental042	G12	ISC_sub-control021sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental044	G12	ISC_sub-control021sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental046	G12	ISC_sub-control021sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental048	G12	ISC_sub-control021sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-control021	sub-experimental050	G12	ISC_sub-control021sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-control025	G11	ISC_sub-control023sub-control025_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-control027	G11	ISC_sub-control023sub-control027_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-control029	G11	ISC_sub-control023sub-control029_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-control031	G11	ISC_sub-control023sub-control031_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-control033	G11	ISC_sub-control023sub-control033_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-control035	G11	ISC_sub-control023sub-control035_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-control037	G11	ISC_sub-control023sub-control037_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-control039	G11	ISC_sub-control023sub-control039_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-control041	G11	ISC_sub-control023sub-control041_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-control043	G11	ISC_sub-control023sub-control043_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-control045	G11	ISC_sub-control023sub-control045_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-control047	G11	ISC_sub-control023sub-control047_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-control049	G11	ISC_sub-control023sub-control049_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental004	G12	ISC_sub-control023sub-experimental004_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental005	G12	ISC_sub-control023sub-experimental005_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental006	G12	ISC_sub-control023sub-experimental006_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental008	G12	ISC_sub-control023sub-experimental008_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental010	G12	ISC_sub-control023sub-experimental010_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental012	G12	ISC_sub-control023sub-experimental012_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental014	G12	ISC_sub-control023sub-experimental014_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental016	G12	ISC_sub-control023sub-experimental016_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental018	G12	ISC_sub-control023sub-experimental018_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental020	G12	ISC_sub-control023sub-experimental020_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental022	G12	ISC_sub-control023sub-experimental022_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental024	G12	ISC_sub-control023sub-experimental024_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental026	G12	ISC_sub-control023sub-experimental026_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental028	G12	ISC_sub-control023sub-experimental028_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental030	G12	ISC_sub-control023sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental032	G12	ISC_sub-control023sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental034	G12	ISC_sub-control023sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental036	G12	ISC_sub-control023sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental038	G12	ISC_sub-control023sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental040	G12	ISC_sub-control023sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental042	G12	ISC_sub-control023sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental044	G12	ISC_sub-control023sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental046	G12	ISC_sub-control023sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental048	G12	ISC_sub-control023sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-control023	sub-experimental050	G12	ISC_sub-control023sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-control025	sub-control027	G11	ISC_sub-control025sub-control027_task-magictrickwatching_z.nii.gz	\
sub-control025	sub-control029	G11	ISC_sub-control025sub-control029_task-magictrickwatching_z.nii.gz	\
sub-control025	sub-control031	G11	ISC_sub-control025sub-control031_task-magictrickwatching_z.nii.gz	\
sub-control025	sub-control033	G11	ISC_sub-control025sub-control033_task-magictrickwatching_z.nii.gz	\
sub-control025	sub-control035	G11	ISC_sub-control025sub-control035_task-magictrickwatching_z.nii.gz	\
sub-control025	sub-control037	G11	ISC_sub-control025sub-control037_task-magictrickwatching_z.nii.gz	\
sub-control025	sub-control039	G11	ISC_sub-control025sub-control039_task-magictrickwatching_z.nii.gz	\
sub-control025	sub-control041	G11	ISC_sub-control025sub-control041_task-magictrickwatching_z.nii.gz	\
sub-control025	sub-control043	G11	ISC_sub-control025sub-control043_task-magictrickwatching_z.nii.gz	\
sub-control025	sub-control045	G11	ISC_sub-control025sub-control045_task-magictrickwatching_z.nii.gz	\
sub-control025	sub-control047	G11	ISC_sub-control025sub-control047_task-magictrickwatching_z.nii.gz	\
sub-control025	sub-control049	G11	ISC_sub-control025sub-control049_task-magictrickwatching_z.nii.gz	\
