"ID","BIDS","block","response","key_pressed","rt_ms","condition","trial_number","current_letter","previous_letter"
"01","sub-control001","block1",1,2,895,3,1,2,5
"01","sub-control001","block1",1,2,1457,1,2,7,2
"01","sub-control001","block1",1,2,1547,2,3,7,7
"01","sub-control001","block1",1,2,1292,2,4,13,7
"01","sub-control001","block1",1,2,990,2,5,13,13
"01","sub-control001","block1",1,2,1283,3,6,3,13
"01","sub-control001","block1",3,1,2000,4,7,7,3
"01","sub-control001","block1",1,2,790,5,8,6,7
"01","sub-control001","block1",1,2,984,5,9,14,6
"01","sub-control001","block1",1,2,1110,4,10,13,14
"01","sub-control001","block1",1,2,1035,5,11,4,13
"01","sub-control001","block1",1,2,959,2,12,8,4
"01","sub-control001","block1",1,2,967,5,13,12,8
"01","sub-control001","block1",1,2,1911,5,14,12,12
"01","sub-control001","block1",1,2,1516,4,15,1,12
"01","sub-control001","block1",1,2,1442,4,16,3,1
"01","sub-control001","block1",2,1,1808,4,17,4,3
"01","sub-control001","block1",3,1,2000,2,18,10,4
"01","sub-control001","block1",1,2,1000,4,19,11,10
"01","sub-control001","block1",3,1,2000,4,20,4,11
"01","sub-control001","block2",1,2,1144,4,1,7,4
"01","sub-control001","block2",1,2,962,4,2,5,7
"01","sub-control001","block2",1,2,929,4,3,14,5
"01","sub-control001","block2",1,1,1655,1,4,5,14
"01","sub-control001","block2",3,1,2000,5,5,11,5
"01","sub-control001","block2",2,1,1512,3,6,14,11
"01","sub-control001","block2",1,2,1503,5,7,3,14
"01","sub-control001","block2",1,2,1053,5,8,4,3
"01","sub-control001","block2",1,2,1564,2,9,5,4
"01","sub-control001","block2",1,2,1247,3,10,10,5
"01","sub-control001","block2",1,2,1064,5,11,2,10
"01","sub-control001","block2",1,2,1365,2,12,7,2
"01","sub-control001","block2",1,1,1084,1,13,2,7
"01","sub-control001","block2",1,1,1811,1,14,7,2
"01","sub-control001","block2",1,2,906,2,15,14,7
"01","sub-control001","block2",1,2,1062,5,16,4,14
"01","sub-control001","block2",1,2,1033,2,17,4,4
"01","sub-control001","block2",2,1,1193,4,18,14,4
"01","sub-control001","block2",1,2,934,3,19,9,14
"01","sub-control001","block2",1,2,811,2,20,13,9
"01","sub-control001","block3",1,2,1468,5,1,12,13
"01","sub-control001","block3",1,2,827,4,2,9,12
"01","sub-control001","block3",1,2,805,3,3,3,9
"01","sub-control001","block3",1,2,1073,3,4,3,3
"01","sub-control001","block3",1,2,1185,2,5,7,3
"01","sub-control001","block3",1,2,1148,3,6,14,7
"01","sub-control001","block3",1,2,1090,5,7,13,14
"01","sub-control001","block3",1,1,1810,1,8,14,13
"01","sub-control001","block3",3,1,2000,1,9,13,14
"01","sub-control001","block3",1,2,881,5,10,5,13
"01","sub-control001","block3",1,2,850,3,11,5,5
"01","sub-control001","block3",1,2,1437,2,12,14,5
"01","sub-control001","block3",1,2,1471,2,13,13,14
"01","sub-control001","block3",1,2,779,4,14,1,13
"01","sub-control001","block3",1,2,882,4,15,9,1
"01","sub-control001","block3",1,1,1410,1,16,1,9
"01","sub-control001","block3",1,2,847,3,17,8,1
"01","sub-control001","block3",1,1,1465,1,18,1,8
"01","sub-control001","block3",1,2,647,4,19,5,1
"01","sub-control001","block3",1,2,529,5,20,7,5
"01","sub-control001","block4",1,2,1934,2,1,15,7
"01","sub-control001","block4",1,2,750,4,2,3,15
"01","sub-control001","block4",1,1,740,1,3,15,3
"01","sub-control001","block4",1,2,825,4,4,1,15
"01","sub-control001","block4",1,1,752,1,5,15,1
"01","sub-control001","block4",1,2,618,2,6,8,15
"01","sub-control001","block4",1,2,850,2,7,9,8
"01","sub-control001","block4",1,2,981,5,8,7,9
"01","sub-control001","block4",1,2,1137,5,9,4,7
"01","sub-control001","block4",1,2,1005,5,10,3,4
"01","sub-control001","block4",1,1,1125,1,11,4,3
"01","sub-control001","block4",1,2,980,4,12,9,4
"01","sub-control001","block4",1,2,1075,2,13,11,9
"01","sub-control001","block4",1,2,884,4,14,14,11
"01","sub-control001","block4",1,2,1494,3,15,2,14
"01","sub-control001","block4",1,2,1053,3,16,13,2
"01","sub-control001","block4",1,2,1097,3,17,4,13
"01","sub-control001","block4",1,2,912,3,18,1,4
"01","sub-control001","block4",1,2,850,4,19,14,1
"01","sub-control001","block4",2,1,1705,4,20,4,14
"01","sub-control001","training",3,1,2000,1,1,15,0
"01","sub-control001","training",3,1,2000,3,2,10,15
"01","sub-control001","training",3,1,2000,3,3,12,10
"01","sub-control001","training",3,1,2000,1,4,10,12
"01","sub-control001","training",2,1,752,2,5,10,10
"01","sub-control001","training",1,2,1995,4,6,14,10
"01","sub-control001","training",1,2,1056,3,7,9,14
"01","sub-control001","training",1,2,823,5,8,8,9
"01","sub-control001","training",2,1,745,3,9,10,8
"01","sub-control001","training",3,1,2000,3,10,13,10
"01","sub-control001","training",2,1,1347,5,11,15,13
"01","sub-control001","training",1,2,902,4,12,3,15
"01","sub-control001","training",1,2,667,2,13,12,3
"01","sub-control001","training",1,1,1340,1,14,3,12
"01","sub-control001","training",3,1,2000,4,15,7,3
"01","sub-control001","training",2,2,1784,1,16,3,7
"01","sub-control001","training",1,2,1631,3,17,5,3
"01","sub-control001","training",1,2,1363,3,18,12,5
"01","sub-control001","training",1,2,994,2,19,14,12
"01","sub-control001","training",1,2,1556,5,20,5,14
"02","sub-control002","block1",1,2,917,1,1,6,4
"02","sub-control002","block1",1,2,1850,4,2,5,6
"02","sub-control002","block1",1,2,1537,4,3,11,5
"02","sub-control002","block1",1,1,1495,1,4,5,11
"02","sub-control002","block1",1,1,1548,1,5,11,5
"02","sub-control002","block1",1,2,797,5,6,12,11
"02","sub-control002","block1",2,1,1141,4,7,12,12
"02","sub-control002","block1",3,1,2000,3,8,10,12
"02","sub-control002","block1",1,2,1408,5,9,2,10
"02","sub-control002","block1",1,2,858,3,10,6,2
"02","sub-control002","block1",1,2,1352,5,11,11,6
"02","sub-control002","block1",3,1,2000,2,12,12,11
"02","sub-control002","block1",1,2,1119,3,13,5,12
"02","sub-control002","block1",1,2,871,5,14,4,5
"02","sub-control002","block1",1,2,829,4,15,13,4
"02","sub-control002","block1",1,2,1308,2,16,10,13
"02","sub-control002","block1",1,2,892,2,17,8,10
"02","sub-control002","block1",2,1,1150,2,18,13,8
"02","sub-control002","block1",1,2,1246,2,19,12,13
"02","sub-control002","block1",1,2,1176,4,20,2,12
"02","sub-control002","block2",1,2,1092,4,1,6,2
"02","sub-control002","block2",2,1,1326,4,2,6,6
"02","sub-control002","block2",1,2,1846,5,3,10,6
"02","sub-control002","block2",1,2,1334,5,4,15,10
"02","sub-control002","block2",1,1,1022,1,5,10,15
"02","sub-control002","block2",1,2,867,4,6,9,10
"02","sub-control002","block2",1,2,729,5,7,6,9
"02","sub-control002","block2",1,2,784,5,8,14,6
"02","sub-control002","block2",1,2,798,3,9,2,14
"02","sub-control002","block2",1,2,854,4,10,7,2
"02","sub-control002","block2",2,1,1343,3,11,14,7
"02","sub-control002","block2",1,2,718,2,12,3,14
"02","sub-control002","block2",1,2,801,5,13,9,3
"02","sub-control002","block2",1,2,1413,5,14,2,9
"02","sub-control002","block2",1,2,1011,2,15,12,2
"02","sub-control002","block2",2,1,847,2,16,9,12
"02","sub-control002","block2",1,2,954,2,17,11,9
"02","sub-control002","block2",1,2,825,3,18,10,11
"02","sub-control002","block2",1,1,1051,1,19,11,10
"02","sub-control002","block2",1,2,1406,2,20,6,11
"02","sub-control002","block3",1,2,1085,2,1,2,6
"02","sub-control002","block3",1,2,861,2,2,11,2
"02","sub-control002","block3",1,2,730,5,3,6,11
"02","sub-control002","block3",1,2,633,5,4,3,6
"02","sub-control002","block3",1,2,683,3,5,15,3
"02","sub-control002","block3",1,2,1154,2,6,9,15
"02","sub-control002","block3",1,2,1284,4,7,11,9
"02","sub-control002","block3",1,1,868,1,8,9,11
"02","sub-control002","block3",1,2,857,4,9,8,9
"02","sub-control002","block3",1,1,846,1,10,9,8
"02","sub-control002","block3",1,1,987,1,11,8,9
"02","sub-control002","block3",1,2,705,3,12,12,8
"02","sub-control002","block3",1,1,837,1,13,8,12
"02","sub-control002","block3",1,2,882,4,14,2,8
"02","sub-control002","block3",1,1,783,1,15,8,2
"02","sub-control002","block3",1,1,1476,1,16,2,8
"02","sub-control002","block3",1,2,611,5,17,1,2
"02","sub-control002","block3",1,2,778,4,18,3,1
"02","sub-control002","block3",1,2,950,2,19,13,3
"02","sub-control002","block3",1,2,900,5,20,6,13
"02","sub-control002","block4",1,2,1084,5,1,8,6
"02","sub-control002","block4",2,1,860,1,2,8,8
"02","sub-control002","block4",1,2,1046,5,3,1,8
"02","sub-control002","block4",1,2,1317,2,4,9,1
"02","sub-control002","block4",1,2,651,5,5,12,9
"02","sub-control002","block4",1,2,758,5,6,6,12
"02","sub-control002","block4",1,2,744,4,7,5,6
"02","sub-control002","block4",1,2,652,5,8,11,5
"02","sub-control002","block4",1,2,629,4,9,4,11
"02","sub-control002","block4",1,2,598,3,10,13,4
"02","sub-control002","block4",1,1,701,1,11,4,13
"02","sub-control002","block4",1,1,1438,1,12,13,4
"02","sub-control002","block4",1,1,1087,1,13,4,13
"02","sub-control002","block4",1,1,1362,1,14,13,4
"02","sub-control002","block4",1,2,647,2,15,15,13
"02","sub-control002","block4",1,2,930,2,16,4,15
"02","sub-control002","block4",1,2,643,5,17,3,4
"02","sub-control002","block4",1,2,620,5,18,14,3
"02","sub-control002","block4",1,2,876,5,19,4,14
"02","sub-control002","block4",1,2,860,3,20,9,4
"02","sub-control002","training",3,1,2000,3,1,7,0
"02","sub-control002","training",1,2,1532,4,2,13,7
"02","sub-control002","training",1,2,827,3,3,14,13
"02","sub-control002","training",1,2,614,5,4,3,14
"02","sub-control002","training",1,1,973,1,5,14,3
"02","sub-control002","training",2,1,748,3,6,14,14
"02","sub-control002","training",1,2,756,4,7,4,14
"02","sub-control002","training",1,2,776,4,8,12,4
"02","sub-control002","training",2,1,891,3,9,12,12
"02","sub-control002","training",1,2,766,5,10,9,12
"02","sub-control002","training",1,2,941,2,11,1,9
"02","sub-control002","training",1,2,716,3,12,15,1
"02","sub-control002","training",2,1,887,4,13,13,15
"02","sub-control002","training",2,1,692,4,14,13,13
"02","sub-control002","training",1,2,986,5,15,3,13
"02","sub-control002","training",1,2,731,3,16,11,3
"02","sub-control002","training",1,2,1574,4,17,5,11
"02","sub-control002","training",2,1,825,5,18,14,5
"02","sub-control002","training",2,1,1018,5,19,11,14
"02","sub-control002","training",1,2,1247,4,20,4,11
"03","sub-control003","block1",1,2,693,3,1,15,9
"03","sub-control003","block1",1,2,837,1,2,2,15
"03","sub-control003","block1",1,2,1155,4,3,14,2
"03","sub-control003","block1",1,2,852,3,4,14,14
"03","sub-control003","block1",1,1,1054,1,5,14,14
"03","sub-control003","block1",1,2,861,3,6,11,14
"03","sub-control003","block1",1,2,936,4,7,5,11
"03","sub-control003","block1",1,2,1173,3,8,10,5
"03","sub-control003","block1",1,2,943,4,9,1,10
"03","sub-control003","block1",1,2,932,3,10,6,1
"03","sub-control003","block1",1,1,695,1,11,1,6
"03","sub-control003","block1",1,2,1107,3,12,13,1
"03","sub-control003","block1",2,2,1411,1,13,1,13
"03","sub-control003","block1",3,1,2000,3,14,8,1
"03","sub-control003","block1",1,2,1938,3,15,7,8
"03","sub-control003","block1",1,1,1039,1,16,8,7
"03","sub-control003","block1",1,2,891,3,17,4,8
"03","sub-control003","block1",1,2,1356,2,18,5,4
"03","sub-control003","block1",1,2,914,2,19,15,5
"03","sub-control003","block1",1,2,636,2,20,11,15
"03","sub-control003","block2",1,2,1341,3,1,8,11
"03","sub-control003","block2",1,2,729,3,2,14,8
"03","sub-control003","block2",1,1,923,1,3,8,14
"03","sub-control003","block2",1,2,846,5,4,5,8
"03","sub-control003","block2",1,2,848,4,5,14,5
"03","sub-control003","block2",1,2,742,5,6,2,14
"03","sub-control003","block2",1,1,656,1,7,14,2
"03","sub-control003","block2",1,2,590,4,8,7,14
"03","sub-control003","block2",1,2,462,2,9,4,7
"03","sub-control003","block2",1,1,441,1,10,7,4
"03","sub-control003","block2",1,2,630,3,11,13,7
"03","sub-control003","block2",1,2,554,2,12,9,13
"03","sub-control003","block2",1,1,649,1,13,13,9
"03","sub-control003","block2",1,2,727,3,14,2,13
"03","sub-control003","block2",1,2,721,2,15,3,2
"03","sub-control003","block2",1,2,575,4,16,7,3
"03","sub-control003","block2",1,1,395,1,17,3,7
"03","sub-control003","block2",1,2,723,4,18,14,3
"03","sub-control003","block2",1,2,690,2,19,4,14
"03","sub-control003","block2",1,2,1009,5,20,4,4
"03","sub-control003","block3",1,2,581,4,1,3,4
"03","sub-control003","block3",1,2,701,3,2,5,3
"03","sub-control003","block3",2,1,982,5,3,12,5
"03","sub-control003","block3",1,1,1018,1,4,5,12
"03","sub-control003","block3",1,2,1729,2,5,4,5
"03","sub-control003","block3",2,1,1826,5,6,9,4
"03","sub-control003","block3",1,1,1024,1,7,4,9
"03","sub-control003","block3",1,1,934,1,8,9,4
"03","sub-control003","block3",1,2,870,5,9,7,9
"03","sub-control003","block3",1,2,660,3,10,8,7
"03","sub-control003","block3",1,1,431,1,11,7,8
"03","sub-control003","block3",1,2,884,4,12,9,7
"03","sub-control003","block3",1,1,667,1,13,7,9
"03","sub-control003","block3",1,2,585,4,14,14,7
"03","sub-control003","block3",1,1,528,1,15,7,14
"03","sub-control003","block3",1,2,510,3,16,6,7
"03","sub-control003","block3",1,2,1735,5,17,2,6
"03","sub-control003","block3",1,2,859,3,18,13,2
"03","sub-control003","block3",1,2,845,4,19,3,13
"03","sub-control003","block3",1,2,1260,3,20,3,3
"03","sub-control003","block4",3,1,2000,5,1,9,3
"03","sub-control003","block4",1,2,1002,2,2,8,9
"03","sub-control003","block4",1,1,925,1,3,9,8
"03","sub-control003","block4",1,2,1329,4,4,6,9
"03","sub-control003","block4",1,2,1273,4,5,13,6
"03","sub-control003","block4",1,2,1181,4,6,12,13
"03","sub-control003","block4",3,1,2000,2,7,8,12
"03","sub-control003","block4",1,2,801,3,8,7,8
"03","sub-control003","block4",1,2,588,3,9,13,7
"03","sub-control003","block4",1,2,628,5,10,5,13
"03","sub-control003","block4",1,2,566,5,11,11,5
"03","sub-control003","block4",1,2,932,5,12,12,11
"03","sub-control003","block4",1,2,728,4,13,1,12
"03","sub-control003","block4",1,1,463,1,14,12,1
"03","sub-control003","block4",1,1,1105,1,15,1,12
"03","sub-control003","block4",1,2,1240,5,16,8,1
"03","sub-control003","block4",1,2,988,4,17,15,8
"03","sub-control003","block4",1,2,766,2,18,13,15
"03","sub-control003","block4",1,1,901,1,19,15,13
"03","sub-control003","block4",1,2,975,3,20,8,15
"03","sub-control003","training",1,2,628,1,1,13,0
"03","sub-control003","training",3,1,2000,5,2,7,13
"03","sub-control003","training",1,1,775,1,3,13,7
"03","sub-control003","training",1,2,860,4,4,2,13
"03","sub-control003","training",1,1,1236,1,5,13,2
"03","sub-control003","training",2,1,1116,3,6,13,13
"03","sub-control003","training",1,2,1608,3,7,4,13
"03","sub-control003","training",1,2,756,5,8,12,4
"03","sub-control003","training",1,2,960,4,9,11,12
"03","sub-control003","training",3,1,2000,2,10,3,11
"03","sub-control003","training",1,2,1445,4,11,15,3
"03","sub-control003","training",1,2,888,5,12,4,15
"03","sub-control003","training",1,1,563,1,13,15,4
"03","sub-control003","training",1,2,1317,3,14,8,15
"03","sub-control003","training",1,2,1758,2,15,12,8
"03","sub-control003","training",1,2,1155,5,16,5,12
"03","sub-control003","training",1,2,743,3,17,3,5
"03","sub-control003","training",1,2,835,5,18,9,3
"03","sub-control003","training",1,1,739,1,19,3,9
"03","sub-control003","training",2,2,1088,1,20,9,3
"07","sub-control007","block1",1,2,1568,5,1,11,5
"07","sub-control007","block1",1,2,1057,5,2,4,11
"07","sub-control007","block1",1,2,1128,4,3,7,4
"07","sub-control007","block1",1,2,893,3,4,1,7
"07","sub-control007","block1",1,1,843,1,5,7,1
"07","sub-control007","block1",1,2,1852,2,6,9,7
"07","sub-control007","block1",1,2,1610,4,7,8,9
"07","sub-control007","block1",1,2,1472,2,8,2,8
"07","sub-control007","block1",1,1,643,1,9,8,2
"07","sub-control007","block1",1,2,1064,3,10,3,8
"07","sub-control007","block1",1,2,1039,3,11,2,3
"07","sub-control007","block1",1,1,1184,1,12,3,2
"07","sub-control007","block1",1,2,1901,2,13,10,3
"07","sub-control007","block1",1,2,1306,3,14,6,10
"07","sub-control007","block1",1,2,1075,3,15,11,6
"07","sub-control007","block1",1,2,1215,2,16,1,11
"07","sub-control007","block1",1,1,828,1,17,11,1
"07","sub-control007","block1",1,2,1338,5,18,9,11
"07","sub-control007","block1",1,2,1895,4,19,14,9
"07","sub-control007","block1",1,2,1165,2,20,1,14
"07","sub-control007","block2",1,2,962,4,1,7,1
"07","sub-control007","block2",1,2,601,5,2,15,7
"07","sub-control007","block2",1,2,986,2,3,6,15
"07","sub-control007","block2",1,2,924,3,4,5,6
"07","sub-control007","block2",1,2,1051,5,5,9,5
"07","sub-control007","block2",1,2,1150,5,6,10,9
"07","sub-control007","block2",1,1,733,1,7,9,10
"07","sub-control007","block2",1,2,832,2,8,3,9
"07","sub-control007","block2",1,2,1410,4,9,7,3
"07","sub-control007","block2",1,2,1072,4,10,15,7
"07","sub-control007","block2",1,2,1835,4,11,3,15
"07","sub-control007","block2",1,2,1124,4,12,13,3
"07","sub-control007","block2",1,2,1305,2,13,7,13
"07","sub-control007","block2",1,1,775,1,14,13,7
"07","sub-control007","block2",1,2,870,4,15,3,13
"07","sub-control007","block2",1,2,1052,3,16,12,3
"07","sub-control007","block2",1,1,730,1,17,3,12
"07","sub-control007","block2",1,2,768,4,18,1,3
"07","sub-control007","block2",1,2,1153,2,19,13,1
"07","sub-control007","block2",1,2,1270,5,20,4,13
"07","sub-control007","block3",1,2,1475,2,1,14,4
"07","sub-control007","block3",1,2,653,2,2,6,14
"07","sub-control007","block3",1,2,731,5,3,8,6
"07","sub-control007","block3",1,2,1595,4,4,12,8
"07","sub-control007","block3",1,2,1261,5,5,10,12
"07","sub-control007","block3",1,2,931,4,6,15,10
"07","sub-control007","block3",1,2,1084,3,7,4,15
"07","sub-control007","block3",1,1,1074,1,8,15,4
"07","sub-control007","block3",1,2,823,4,9,3,15
"07","sub-control007","block3",1,2,1093,3,10,14,3
"07","sub-control007","block3",1,2,1226,3,11,2,14
"07","sub-control007","block3",1,1,636,1,12,14,2
"07","sub-control007","block3",1,2,840,4,13,11,14
"07","sub-control007","block3",1,2,886,3,14,4,11
"07","sub-control007","block3",1,1,839,1,15,11,4
"07","sub-control007","block3",1,1,888,1,16,4,11
"07","sub-control007","block3",1,1,852,1,17,11,4
"07","sub-control007","block3",1,2,1639,4,18,13,11
"07","sub-control007","block3",1,2,1456,4,19,13,13
"07","sub-control007","block3",3,1,2000,2,20,6,13
"07","sub-control007","block4",1,2,1538,1,1,3,6
"07","sub-control007","block4",1,2,839,2,2,14,3
"07","sub-control007","block4",1,2,1629,5,3,10,14
"07","sub-control007","block4",1,1,661,1,4,14,10
"07","sub-control007","block4",1,2,1458,3,5,8,14
"07","sub-control007","block4",1,1,642,1,6,14,8
"07","sub-control007","block4",1,2,1431,4,7,3,14
"07","sub-control007","block4",1,2,1555,4,8,15,3
"07","sub-control007","block4",1,2,1411,4,9,13,15
"07","sub-control007","block4",1,2,1083,3,10,4,13
"07","sub-control007","block4",1,2,1327,4,11,15,4
"07","sub-control007","block4",1,2,1576,5,12,1,15
"07","sub-control007","block4",1,2,1037,2,13,8,1
"07","sub-control007","block4",1,1,783,1,14,1,8
"07","sub-control007","block4",1,2,809,2,15,1,1
"07","sub-control007","block4",1,2,1566,5,16,14,1
"07","sub-control007","block4",1,2,1857,5,17,8,14
"07","sub-control007","block4",3,1,2000,2,18,15,8
"07","sub-control007","block4",1,1,1226,1,19,8,15
"07","sub-control007","block4",1,2,962,3,20,2,8
"07","sub-control007","training",3,1,2000,5,1,13,0
"07","sub-control007","training",1,2,1829,5,2,3,13
"07","sub-control007","training",1,1,1044,1,3,13,3
"07","sub-control007","training",1,2,972,3,4,1,13
"07","sub-control007","training",1,1,1102,1,5,13,1
"07","sub-control007","training",1,2,1138,4,6,5,13
"07","sub-control007","training",1,2,946,5,7,7,5
"07","sub-control007","training",1,1,736,1,8,5,7
"07","sub-control007","training",1,2,1057,2,9,14,5
"07","sub-control007","training",1,2,1895,4,10,7,14
"07","sub-control007","training",1,2,1044,2,11,4,7
"07","sub-control007","training",1,2,865,4,12,5,4
"07","sub-control007","training",1,2,551,4,13,2,5
"07","sub-control007","training",1,2,1158,2,14,4,2
"07","sub-control007","training",1,2,1317,4,15,8,4
"07","sub-control007","training",1,1,989,1,16,4,8
"07","sub-control007","training",1,2,987,4,17,11,4
"07","sub-control007","training",2,2,1157,1,18,4,11
"07","sub-control007","training",1,2,1507,2,19,2,4
"07","sub-control007","training",1,2,1281,3,20,5,2
"09","sub-control009","block1",1,2,1478,4,1,9,10
"09","sub-control009","block1",1,2,1523,4,2,9,9
"09","sub-control009","block1",1,2,1309,2,3,11,9
"09","sub-control009","block1",1,2,1266,5,4,10,11
"09","sub-control009","block1",1,2,865,4,5,7,10
"09","sub-control009","block1",1,2,669,4,6,12,7
"09","sub-control009","block1",1,2,560,3,7,5,12
"09","sub-control009","block1",1,2,538,2,8,14,5
"09","sub-control009","block1",1,2,798,5,9,14,14
"09","sub-control009","block1",1,2,1996,3,10,8,14
"09","sub-control009","block1",1,2,1573,5,11,11,8
"09","sub-control009","block1",1,2,1866,4,12,15,11
"09","sub-control009","block1",3,1,2000,1,13,11,15
"09","sub-control009","block1",3,1,2000,4,14,10,11
"09","sub-control009","block1",1,2,1661,3,15,8,10
"09","sub-control009","block1",1,2,1965,2,16,8,8
"09","sub-control009","block1",1,2,1630,2,17,14,8
"09","sub-control009","block1",1,2,1212,5,18,15,14
"09","sub-control009","block1",1,1,1352,1,19,14,15
"09","sub-control009","block1",1,1,1798,1,20,15,14
"09","sub-control009","block2",3,1,2000,3,1,4,15
"09","sub-control009","block2",3,1,2000,5,2,8,4
"09","sub-control009","block2",3,1,2000,2,3,2,8
"09","sub-control009","block2",1,2,1153,3,4,7,2
"09","sub-control009","block2",1,2,1659,2,5,5,7
"09","sub-control009","block2",1,1,1748,1,6,7,5
"09","sub-control009","block2",3,1,2000,1,7,5,7
"09","sub-control009","block2",1,2,1202,2,8,15,5
"09","sub-control009","block2",1,1,1671,1,9,5,15
"09","sub-control009","block2",1,2,1653,3,10,2,5
"09","sub-control009","block2",1,2,1108,5,11,2,2
"09","sub-control009","block2",1,1,1243,1,12,2,2
"09","sub-control009","block2",1,2,1694,4,13,3,2
"09","sub-control009","block2",3,1,2000,4,14,4,3
"09","sub-control009","block2",1,1,1057,1,15,3,4
"09","sub-control009","block2",1,2,879,3,16,12,3
"09","sub-control009","block2",1,2,1012,4,17,7,12
"09","sub-control009","block2",1,1,1082,1,18,12,7
"09","sub-control009","block2",1,2,1649,5,19,4,12
"09","sub-control009","block2",1,2,1976,2,20,14,4
"09","sub-control009","block3",1,2,1057,2,1,5,14
"09","sub-control009","block3",1,2,1620,3,2,15,5
"09","sub-control009","block3",1,2,816,3,3,4,15
"09","sub-control009","block3",1,1,868,1,4,15,4
"09","sub-control009","block3",1,2,1062,3,5,2,15
"09","sub-control009","block3",1,2,912,2,6,13,2
"09","sub-control009","block3",1,2,1234,4,7,4,13
"09","sub-control009","block3",1,1,784,1,8,13,4
"09","sub-control009","block3",1,2,759,2,9,5,13
"09","sub-control009","block3",1,1,812,1,10,13,5
"09","sub-control009","block3",1,2,786,2,11,2,13
"09","sub-control009","block3",1,2,762,3,12,11,2
"09","sub-control009","block3",1,2,827,4,13,15,11
"09","sub-control009","block3",1,2,788,2,14,14,15
"09","sub-control009","block3",1,2,650,5,15,2,14
"09","sub-control009","block3",1,2,604,2,16,9,2
"09","sub-control009","block3",1,1,1299,1,17,2,9
"09","sub-control009","block3",1,2,1843,4,18,6,2
"09","sub-control009","block3",1,2,1755,3,19,3,6
"09","sub-control009","block3",1,2,1569,3,20,13,3
"09","sub-control009","block4",3,1,2000,3,1,1,13
"09","sub-control009","block4",1,2,824,2,2,15,1
"09","sub-control009","block4",1,1,747,1,3,1,15
"09","sub-control009","block4",1,1,1268,1,4,15,1
"09","sub-control009","block4",1,2,814,3,5,8,15
"09","sub-control009","block4",1,2,879,2,6,7,8
"09","sub-control009","block4",1,1,1051,1,7,8,7
"09","sub-control009","block4",1,2,1271,4,8,13,8
"09","sub-control009","block4",1,2,1041,2,9,4,13
"09","sub-control009","block4",1,2,1071,4,10,9,4
"09","sub-control009","block4",1,2,630,3,11,7,9
"09","sub-control009","block4",1,2,622,4,12,5,7
"09","sub-control009","block4",1,2,1270,2,13,5,5
"09","sub-control009","block4",3,1,2000,3,14,7,5
"09","sub-control009","block4",1,2,1417,2,15,2,7
"09","sub-control009","block4",1,2,1000,3,16,2,2
"09","sub-control009","block4",1,2,1525,2,17,3,2
"09","sub-control009","block4",1,2,1049,5,18,15,3
"09","sub-control009","block4",1,2,979,4,19,12,15
"09","sub-control009","block4",1,2,1114,5,20,4,12
"09","sub-control009","training",3,1,2000,3,1,2,0
"09","sub-control009","training",3,1,2000,5,2,14,2
"09","sub-control009","training",3,1,2000,5,3,9,14
"09","sub-control009","training",1,2,1234,2,4,7,9
"09","sub-control009","training",1,2,814,5,5,4,7
"09","sub-control009","training",1,2,725,2,6,15,4
"09","sub-control009","training",1,2,629,2,7,9,15
"09","sub-control009","training",1,2,819,3,8,7,9
"09","sub-control009","training",1,2,570,5,9,15,7
"09","sub-control009","training",1,2,467,5,10,14,15
"09","sub-control009","training",1,2,447,2,11,1,14
"09","sub-control009","training",1,2,642,2,12,10,1
"09","sub-control009","training",1,2,386,5,13,12,10
"09","sub-control009","training",1,2,773,3,14,12,12
"09","sub-control009","training",1,2,864,4,15,15,12
"09","sub-control009","training",1,2,921,3,16,4,15
"09","sub-control009","training",1,2,735,2,17,6,4
"09","sub-control009","training",1,1,1279,1,18,4,6
"09","sub-control009","training",3,1,2000,5,19,11,4
"09","sub-control009","training",1,2,1346,5,20,10,11
"11","sub-control011","block1",3,1,2000,2,1,14,8
"11","sub-control011","block1",1,2,680,3,2,13,14
"11","sub-control011","block1",1,2,628,3,3,1,13
"11","sub-control011","block1",1,2,720,3,4,3,1
"11","sub-control011","block1",1,2,649,2,5,7,3
"11","sub-control011","block1",1,2,687,5,6,5,7
"11","sub-control011","block1",2,1,1030,2,7,14,5
"11","sub-control011","block1",1,2,1140,5,8,14,14
"11","sub-control011","block1",1,2,1135,3,9,1,14
"11","sub-control011","block1",1,1,755,1,10,14,1
"11","sub-control011","block1",2,1,1579,4,11,14,14
"11","sub-control011","block1",2,2,1068,1,12,14,14
"11","sub-control011","block1",1,2,847,5,13,11,14
"11","sub-control011","block1",1,2,1080,4,14,5,11
"11","sub-control011","block1",1,2,1243,4,15,3,5
"11","sub-control011","block1",1,1,933,1,16,5,3
"11","sub-control011","block1",1,2,683,5,17,4,5
"11","sub-control011","block1",1,2,1685,4,18,4,4
"11","sub-control011","block1",1,2,804,3,19,9,4
"11","sub-control011","block1",1,1,640,1,20,4,9
"11","sub-control011","block2",1,2,1532,3,1,13,4
"11","sub-control011","block2",1,2,843,5,2,1,13
"11","sub-control011","block2",1,1,774,1,3,13,1
"11","sub-control011","block2",1,2,673,3,4,7,13
"11","sub-control011","block2",1,2,1106,5,5,7,7
"11","sub-control011","block2",2,2,816,1,6,7,7
"11","sub-control011","block2",1,2,688,5,7,2,7
"11","sub-control011","block2",1,2,581,2,8,3,2
"11","sub-control011","block2",1,2,700,3,9,1,3
"11","sub-control011","block2",1,2,572,2,10,8,1
